species_code	common_name	scientific_name	url	x1	x2	y1	y2	file_name
grerhe1	Greater Rhea	Rhea americana	https://image.laji.fi/cornell203988431/203988431_00.mp3	3.0302788799157305	4.371549859550562	0.0	832.0003255208342	203988431_00.mp3
grerhe1	Greater Rhea	Rhea americana	https://image.laji.fi/cornell203988431/203988431_00.mp3	3.0876758269939706	4.151111071155329	0.0	971.8334579467771	203988431_00.mp3
lesrhe2	Lesser Rhea	Rhea pennata	https://image.laji.fi/cornell49399641/49399641_00.mp3	1.6393294264844016	3.9830070829431357	0.0	1837.5111111111107	49399641_00.mp3
lesrhe2	Lesser Rhea	Rhea pennata	https://image.laji.fi/xeno-canto89244/89244.mp3	1.6471661237785016	3.5666188925081435	0.0	6963.354166666667	89244.mp3
lesrhe2	Lesser Rhea	Rhea pennata	https://image.laji.fi/cornell49399691/49399691_00.mp3	3.1934741004219793	4.350172086666744	0.0	1057.333333333333	49399691_00.mp3
lesrhe2	Lesser Rhea	Rhea pennata	https://image.laji.fi/xeno-canto90569/90569.mp3	18.56555307876457	19.220056669675444	0.0	1098.0208333333337	90569.mp3
lesrhe2	Lesser Rhea	Rhea pennata	https://image.laji.fi/cornell49399691/49399691_00.mp3	19.253853287671234	19.9780026369863	0.0	960.0000000000009	49399691_00.mp3
lesrhe2	Lesser Rhea	Rhea pennata	https://image.laji.fi/xeno-canto90569/90569.mp3	2.80957639025156	3.320408461206389	0.0	1098.0208333333337	90569.mp3
tabtin1	Tawny-breasted Tinamou	Nothocercus julius	https://image.laji.fi/cornell257485/257485_00.mp3	17.464069067438007	20.431920059030766	1341.6249999999995	2700.2083333333335	257485_00.mp3
tabtin1	Tawny-breasted Tinamou	Nothocercus julius	https://image.laji.fi/cornell265273/265273_00.mp3	3.7052549019607848	8.151560784313725	1086.4999389648438	2886.4999389648438	265273_00.mp3
tabtin1	Tawny-breasted Tinamou	Nothocercus julius	https://image.laji.fi/cornell195279071/195279071_00.mp3	6.44	11.726	937.5	2812.5	195279071_00.mp3
tabtin1	Tawny-breasted Tinamou	Nothocercus julius	https://image.laji.fi/cornell195279071/195279071_00.mp3	8.21	12.656	937.5	2875.0	195279071_00.mp3
tabtin1	Tawny-breasted Tinamou	Nothocercus julius	https://image.laji.fi/cornell195279071/195279071_00.mp3	9.96	15.296000000000001	937.5	2812.5	195279071_00.mp3
tabtin1	Tawny-breasted Tinamou	Nothocercus julius	https://image.laji.fi/cornell195279071/195279071_00.mp3	19.28	21.916	937.5	2875.0	195279071_00.mp3
tabtin1	Tawny-breasted Tinamou	Nothocercus julius	https://image.laji.fi/cornell195279071/195279071_00.mp3	17.136696963457258	18.08154620617266	686.3346354166664	2837.8901909722213	195279071_00.mp3
tabtin1	Tawny-breasted Tinamou	Nothocercus julius	https://image.laji.fi/cornell196311151/196311151_00.mp3	3.7250360701086613	5.728206571859717	854.9582811991372	2580.4582811991377	196311151_00.mp3
tabtin1	Tawny-breasted Tinamou	Nothocercus julius	https://image.laji.fi/cornell196311151/196311151_00.mp3	7.54	9.466000000000001	687.5	5812.5	196311151_00.mp3
tabtin1	Tawny-breasted Tinamou	Nothocercus julius	https://image.laji.fi/cornell143872871/143872871_00.mp3	32.46	33.385999999999996	812.5	2500.0	143872871_00.mp3
higtin1	Highland Tinamou	Nothocercus bonapartei	https://image.laji.fi/cornell871/871_00.mp3	62.45437202714141	63.77965841701883	218.4090771993	3384.6090771993004	871_00.mp3
higtin1	Highland Tinamou	Nothocercus bonapartei	https://image.laji.fi/cornell871/871_00.mp3	72.89	73.72600000000001	812.5	1937.5	871_00.mp3
higtin1	Highland Tinamou	Nothocercus bonapartei	https://image.laji.fi/cornell871/871_00.mp3	76.05	76.91600000000001	0.0	8437.5	871_00.mp3
higtin1	Highland Tinamou	Nothocercus bonapartei	https://image.laji.fi/cornell32287/32287_00.mp3	15.1186162514828	15.808571174377226	0.0	8074.687500000001	32287_00.mp3
higtin1	Highland Tinamou	Nothocercus bonapartei	https://image.laji.fi/cornell32287/32287_00.mp3	15.101383243438612	17.455490005004446	75.31250000000006	7807.395833333333	32287_00.mp3
higtin1	Highland Tinamou	Nothocercus bonapartei	https://image.laji.fi/cornell72806/72806_00.mp3	180.70270547575856	183.75570683779102	225.20833333333331	4768.541666666667	72806_00.mp3
higtin1	Highland Tinamou	Nothocercus bonapartei	https://image.laji.fi/cornell72814/72814_00.mp3	114.04	117.88600000000001	0.0	12562.5	72814_00.mp3
higtin1	Highland Tinamou	Nothocercus bonapartei	https://image.laji.fi/cornell147457411/147457411_00.mp3	5.49	9.576	437.5	5000.0	147457411_00.mp3
higtin1	Highland Tinamou	Nothocercus bonapartei	https://image.laji.fi/cornell72806/72806_00.mp3	180.67966395737184	183.72690493980758	225.20833333333331	4220.208333333333	72806_00.mp3
higtin1	Highland Tinamou	Nothocercus bonapartei	https://image.laji.fi/cornell72814/72814_00.mp3	302.8334243358825	305.85245653688696	159.37500000000014	5174.374999999999	72814_00.mp3
hootin1	Hooded Tinamou	Nothocercus nigrocapillus	https://image.laji.fi/cornell33744/33744_00.mp3	10.290000000000001	11.806000000000001	62.5	3312.5	33744_00.mp3
hootin1	Hooded Tinamou	Nothocercus nigrocapillus	https://image.laji.fi/cornell33744/33744_00.mp3	42.32	43.316	187.5	6937.5	33744_00.mp3
hootin1	Hooded Tinamou	Nothocercus nigrocapillus	https://image.laji.fi/cornell100978/100978_00.mp3	87.91	90.96600000000001	312.5	13937.5	100978_00.mp3
hootin1	Hooded Tinamou	Nothocercus nigrocapillus	https://image.laji.fi/cornell100978/100978_00.mp3	131.69	135.376	187.5	15875.0	100978_00.mp3
hootin1	Hooded Tinamou	Nothocercus nigrocapillus	https://image.laji.fi/cornell164483/164483_00.mp3	20.67	25.226	62.5	2937.5	164483_00.mp3
hootin1	Hooded Tinamou	Nothocercus nigrocapillus	https://image.laji.fi/cornell164483/164483_00.mp3	24.41	29.266	62.5	2875.0	164483_00.mp3
hootin1	Hooded Tinamou	Nothocercus nigrocapillus	https://image.laji.fi/cornell164483/164483_00.mp3	28.27279681734317	32.56433925276753	51.66666666666657	3074.1666666666665	164483_00.mp3
hootin1	Hooded Tinamou	Nothocercus nigrocapillus	https://image.laji.fi/cornell186978/186978_00.mp3	5.580903828413284	8.312323262607627	0.0	6611.25	186978_00.mp3
hootin1	Hooded Tinamou	Nothocercus nigrocapillus	https://image.laji.fi/cornell203940161/203940161_00.mp3	2.96	6.106	0.0	15937.5	203940161_00.mp3
hootin1	Hooded Tinamou	Nothocercus nigrocapillus	https://image.laji.fi/cornell186978/186978_00.mp3	7.67	11.516	62.5	6687.5	186978_00.mp3
grytin1	Gray Tinamou	Tinamus tao	https://image.laji.fi/cornell879/879_00.mp3	16.64	18.176	687.5	1687.5	879_00.mp3
grytin1	Gray Tinamou	Tinamus tao	https://image.laji.fi/cornell58701/58701_00.mp3	26.53	28.866	437.5	1875.0	58701_00.mp3
grytin1	Gray Tinamou	Tinamus tao	https://image.laji.fi/cornell58701/58701_00.mp3	138.36	143.476	500.0	1875.0	58701_00.mp3
grytin1	Gray Tinamou	Tinamus tao	https://image.laji.fi/cornell58702/58702_00.mp3	139.08	142.096	562.5	1875.0	58702_00.mp3
grytin1	Gray Tinamou	Tinamus tao	https://image.laji.fi/cornell98740141/98740141_00.mp3	0.6900000000000001	1.936	687.5	1687.5	98740141_00.mp3
grytin1	Gray Tinamou	Tinamus tao	https://image.laji.fi/cornell98740141/98740141_00.mp3	12.61	13.806000000000001	687.5	1687.5	98740141_00.mp3
grytin1	Gray Tinamou	Tinamus tao	https://image.laji.fi/cornell98740141/98740141_00.mp3	7.2700000000000005	8.516	687.5	1687.5	98740141_00.mp3
grytin1	Gray Tinamou	Tinamus tao	https://image.laji.fi/cornell58701/58701_00.mp3	26.53	28.735999999999997	500.0	1875.0	58701_00.mp3
grytin1	Gray Tinamou	Tinamus tao	https://image.laji.fi/cornell58701/58701_00.mp3	130.4900868722489	133.03126334283712	688.0013020833342	1648.0013020833333	58701_00.mp3
grytin1	Gray Tinamou	Tinamus tao	https://image.laji.fi/cornell58702/58702_00.mp3	116.49799611784364	118.8410148735711	726.3346354166662	1657.8901909722229	58702_00.mp3
soltin1	Solitary Tinamou	Tinamus solitarius	https://image.laji.fi/cornell101433/101433_00.mp3	80.92960773576569	82.62626638050752	281.77079383681246	3460.7219581163176	101433_00.mp3
soltin1	Solitary Tinamou	Tinamus solitarius	https://image.laji.fi/cornell18804/18804_00.mp3	101.93629210016711	103.54243127072156	635.0398734537677	2147.0394936794623	18804_00.mp3
soltin1	Solitary Tinamou	Tinamus solitarius	https://image.laji.fi/cornell203696241/203696241_00.mp3	28.030887747665375	29.807787959979592	901.1664708455407	2441.1667156219482	203696241_00.mp3
soltin1	Solitary Tinamou	Tinamus solitarius	https://image.laji.fi/cornell203696241/203696241_00.mp3	37.704004871839885	39.11021484375	597.3339843750001	2410.666503906249	203696241_00.mp3
soltin1	Solitary Tinamou	Tinamus solitarius	https://image.laji.fi/cornell63565251/63565251_00.mp3	3.2319074496722844	3.8431964243913854	0.0	2730.6665039062495	63565251_00.mp3
soltin1	Solitary Tinamou	Tinamus solitarius	https://image.laji.fi/cornell63565251/63565251_00.mp3	7.031282844035873	7.869561550191394	661.258564507382	2466.823014851887	63565251_00.mp3
soltin1	Solitary Tinamou	Tinamus solitarius	https://image.laji.fi/cornell101433/101433_00.mp3	306.21	307.87600000000003	812.5	2062.5	101433_00.mp3
soltin1	Solitary Tinamou	Tinamus solitarius	https://image.laji.fi/cornell101433/101433_00.mp3	280.26	282.076	750.0	2062.5	101433_00.mp3
soltin1	Solitary Tinamou	Tinamus solitarius	https://image.laji.fi/cornell101433/101433_00.mp3	166.85	168.33599999999998	875.0	2062.5	101433_00.mp3
soltin1	Solitary Tinamou	Tinamus solitarius	https://image.laji.fi/cornell18804/18804_00.mp3	35.75140046155386	36.72252930527627	719.3170747612916	1892.1173404676636	18804_00.mp3
blatin1	Black Tinamou	Tinamus osgoodi	https://image.laji.fi/cornell60456/60456_00.mp3	4.7690834758211	7.192618600793298	666.2499999999999	1619.5833333333333	60456_00.mp3
blatin1	Black Tinamou	Tinamus osgoodi	https://image.laji.fi/cornell60456/60456_00.mp3	8.216183529411763	11.181788235294118	710.8124351501464	1560.8124351501465	60456_00.mp3
blatin1	Black Tinamou	Tinamus osgoodi	https://image.laji.fi/cornell60456/60456_00.mp3	8.26	10.936	437.5	2750.0	60456_00.mp3
blatin1	Black Tinamou	Tinamus osgoodi	https://image.laji.fi/cornell60456/60456_00.mp3	13.743378486171736	15.716261275647797	780.3125	1522.8125	60456_00.mp3
blatin1	Black Tinamou	Tinamus osgoodi	https://image.laji.fi/cornell26616341/26616341_00.mp3	0.2920272325438117	5.442538741641154	445.53333333333325	1619.1333333333332	26616341_00.mp3
blatin1	Black Tinamou	Tinamus osgoodi	https://image.laji.fi/cornell48388471/48388471_00.mp3	7.419616326530613	10.138695993953137	261.3346354166666	1754.6679687500007	48388471_00.mp3
blatin1	Black Tinamou	Tinamus osgoodi	https://image.laji.fi/cornell60456/60456_00.mp3	56.75713983371126	59.33700982615267	688.0013020833342	1648.0013020833333	60456_00.mp3
blatin1	Black Tinamou	Tinamus osgoodi	https://image.laji.fi/cornell26316661/26316661_00.mp3	6.97480441065315	9.292552398737271	581.3346354166669	1434.6679687500005	26316661_00.mp3
blatin1	Black Tinamou	Tinamus osgoodi	https://image.laji.fi/cornell173621501/173621501_00.mp3	3.0352941176470587	4.729411764705882	581.3346354166669	1541.3346354166658	173621501_00.mp3
blatin1	Black Tinamou	Tinamus osgoodi	https://image.laji.fi/cornell48388471/48388471_00.mp3	3.8616716553287986	7.188205291005292	368.00130208333394	1968.0013020833335	48388471_00.mp3
gretin1	Great Tinamou	Tinamus major	https://image.laji.fi/cornell57318/57318_00.mp3	293.63984000000005	300.74789333333337	930.187447865804	1784.354114532471	57318_00.mp3
gretin1	Great Tinamou	Tinamus major	https://image.laji.fi/cornell57320/57320_00.mp3	15.507837211899467	20.371420725736964	0.0	4949.824152318054	57320_00.mp3
gretin1	Great Tinamou	Tinamus major	https://image.laji.fi/cornell57318/57318_01.mp3	127.45693176470587	134.90342274509803	956.7499542236328	1796.7499542236328	57318_01.mp3
gretin1	Great Tinamou	Tinamus major	https://image.laji.fi/cornell57320/57320_00.mp3	56.61	60.826	375.0	3000.0	57320_00.mp3
gretin1	Great Tinamou	Tinamus major	https://image.laji.fi/cornell57320/57320_00.mp3	43.03338852262141	48.96437550777759	0.0	7584.478811857561	57320_00.mp3
gretin1	Great Tinamou	Tinamus major	https://image.laji.fi/cornell249002/249002_00.mp3	6.606069094304387	8.554621848739496	794.6679687499998	2181.3346354166665	249002_00.mp3
gretin1	Great Tinamou	Tinamus major	https://image.laji.fi/cornell186633621/186633621_00.mp3	11.827761354889082	14.153707677215419	705.9790798611115	1720.2013020833333	186633621_00.mp3
gretin1	Great Tinamou	Tinamus major	https://image.laji.fi/cornell57318/57318_01.mp3	335.6139137254902	337.70357019607843	943.6874580383301	1754.93745803833	57318_01.mp3
gretin1	Great Tinamou	Tinamus major	https://image.laji.fi/cornell57320/57320_00.mp3	31.02	36.736	437.5	3000.0	57320_00.mp3
gretin1	Great Tinamou	Tinamus major	https://image.laji.fi/cornell57318/57318_00.mp3	273.56558901960784	276.65080156862746	879.8124504089354	2017.3124504089355	57318_00.mp3
whttin1	White-throated Tinamou	Tinamus guttatus	https://image.laji.fi/cornell31950/31950_00.mp3	13.11	17.535999999999998	375.0	1625.0	31950_00.mp3
whttin1	White-throated Tinamou	Tinamus guttatus	https://image.laji.fi/cornell31950/31950_00.mp3	4.921135120714952	9.999746565292783	756.7499542236329	1416.7499542236326	31950_00.mp3
whttin1	White-throated Tinamou	Tinamus guttatus	https://image.laji.fi/cornell31950/31950_00.mp3	30.381652126108623	35.15374729447009	536.4583333333333	2286.4583333333335	31950_00.mp3
whttin1	White-throated Tinamou	Tinamus guttatus	https://image.laji.fi/cornell31950/31950_00.mp3	47.26	48.955999999999996	375.0	1625.0	31950_00.mp3
whttin1	White-throated Tinamou	Tinamus guttatus	https://image.laji.fi/cornell107866421/107866421_00.mp3	4.107391561068872	6.756304352852252	531.7499542236327	1506.7499542236326	107866421_00.mp3
whttin1	White-throated Tinamou	Tinamus guttatus	https://image.laji.fi/cornell254008191/254008191_00.mp3	2.9176470588235297	4.988235294117647	474.6679687499995	1648.0013020833333	254008191_00.mp3
whttin1	White-throated Tinamou	Tinamus guttatus	https://image.laji.fi/cornell254008191/254008191_00.mp3	91.54761771196618	95.01408917729171	535.4013020833336	1523.845746527778	254008191_00.mp3
whttin1	White-throated Tinamou	Tinamus guttatus	https://image.laji.fi/cornell107866421/107866421_00.mp3	7.058167687249778	8.428701591229242	534.7916666666667	1398.9583333333333	107866421_00.mp3
whttin1	White-throated Tinamou	Tinamus guttatus	https://image.laji.fi/cornell31950/31950_00.mp3	44.1485433868734	49.09006678592777	578.1250000000002	1578.125	31950_00.mp3
whttin1	White-throated Tinamou	Tinamus guttatus	https://image.laji.fi/cornell254008191/254008191_00.mp3	176.51561508867803	181.1753523537402	0.0	2420.88371228642	254008191_00.mp3
cintin1	Cinereous Tinamou	Crypturellus cinereus	https://image.laji.fi/cornell106308/106308_00.mp3	68.58668971695957	72.75420822962903	701.2909762485833	3105.3237910314742	106308_00.mp3
cintin1	Cinereous Tinamou	Crypturellus cinereus	https://image.laji.fi/cornell106433/106433_00.mp3	13.35	14.986	1062.5	2312.5	106433_00.mp3
cintin1	Cinereous Tinamou	Crypturellus cinereus	https://image.laji.fi/cornell106439/106439_00.mp3	20.816665937486107	22.660661935885464	1454.541562398275	2308.7082290649414	106439_00.mp3
cintin1	Cinereous Tinamou	Crypturellus cinereus	https://image.laji.fi/cornell271745/271745_00.mp3	28.04	29.296	1312.5	2687.5	271745_00.mp3
cintin1	Cinereous Tinamou	Crypturellus cinereus	https://image.laji.fi/cornell106308/106308_00.mp3	65.23329259717151	67.17752130343982	224.64733497848096	3648.3810940319986	106308_00.mp3
cintin1	Cinereous Tinamou	Crypturellus cinereus	https://image.laji.fi/cornell271745/271745_00.mp3	80.18	81.566	1375.0	2562.5	271745_00.mp3
cintin1	Cinereous Tinamou	Crypturellus cinereus	https://image.laji.fi/cornell271745/271745_00.mp3	98.82469122459258	99.96424532541658	1598.9583333333335	2536.4583333333335	271745_00.mp3
cintin1	Cinereous Tinamou	Crypturellus cinereus	https://image.laji.fi/cornell108063311/108063311_00.mp3	0.66	2.186	1187.5	2375.0	108063311_00.mp3
cintin1	Cinereous Tinamou	Crypturellus cinereus	https://image.laji.fi/cornell108063311/108063311_00.mp3	16.456137634277347	17.690671533550656	1267.1875	2302.6041666666665	108063311_00.mp3
cintin1	Cinereous Tinamou	Crypturellus cinereus	https://image.laji.fi/cornell108063311/108063311_00.mp3	42.301727193920634	43.52327888244412	1117.1875	2560.9375	108063311_00.mp3
bertin1	Berlepsch's Tinamou	Crypturellus berlepschi	https://image.laji.fi/cornell179640831/179640831_00.mp3	4.82	6.126	4125.0	5250.0	179640831_00.mp3
bertin1	Berlepsch's Tinamou	Crypturellus berlepschi	https://image.laji.fi/cornell90698031/90698031_00.mp3	3.0827393720959524	4.966073555769421	1971.0628263792648	7006.618891408822	90698031_00.mp3
bertin1	Berlepsch's Tinamou	Crypturellus berlepschi	https://image.laji.fi/cornell147093991/147093991_00.mp3	42.87	44.286	4187.5	5562.5	147093991_00.mp3
bertin1	Berlepsch's Tinamou	Crypturellus berlepschi	https://image.laji.fi/cornell90698031/90698031_00.mp3	64.6	66.016	3812.5	5000.0	90698031_00.mp3
bertin1	Berlepsch's Tinamou	Crypturellus berlepschi	https://image.laji.fi/cornell179641191/179641191_00.mp3	29.43	30.836	3750.0	5375.0	179641191_00.mp3
bertin1	Berlepsch's Tinamou	Crypturellus berlepschi	https://image.laji.fi/cornell179641191/179641191_00.mp3	2.14	3.5460000000000003	3687.5	5312.5	179641191_00.mp3
bertin1	Berlepsch's Tinamou	Crypturellus berlepschi	https://image.laji.fi/cornell179641011/179641011_00.mp3	2.5743337334933973	3.4267242363612107	3781.334635416666	5808.001302083333	179641011_00.mp3
bertin1	Berlepsch's Tinamou	Crypturellus berlepschi	https://image.laji.fi/cornell179641191/179641191_00.mp3	16.833596763149703	17.924433666800052	3781.334635416666	5488.001302083333	179641191_00.mp3
bertin1	Berlepsch's Tinamou	Crypturellus berlepschi	https://image.laji.fi/cornell179640831/179640831_00.mp3	27.429215810768753	28.35293121693122	3781.334635416666	5488.001302083333	179640831_00.mp3
bertin1	Berlepsch's Tinamou	Crypturellus berlepschi	https://image.laji.fi/cornell90698031/90698031_00.mp3	21.265952781112443	23.04260200080032	3781.334635416666	5061.334635416667	90698031_00.mp3
littin1	Little Tinamou	Crypturellus soui	https://image.laji.fi/cornell843/843_00.mp3	14.31	15.796000000000001	750.0	2812.5	843_00.mp3
littin1	Little Tinamou	Crypturellus soui	https://image.laji.fi/cornell57767/57767_00.mp3	30.330000000000002	32.696	937.5	6687.5	57767_00.mp3
littin1	Little Tinamou	Crypturellus soui	https://image.laji.fi/cornell241384/241384_00.mp3	1.268007259037836	2.359450235342632	1719.401302083333	2331.6679687499995	241384_00.mp3
littin1	Little Tinamou	Crypturellus soui	https://image.laji.fi/cornell117119/117119_00.mp3	41.08308950974879	42.58045883493865	1342.1631499396428	2883.7187054951987	117119_00.mp3
littin1	Little Tinamou	Crypturellus soui	https://image.laji.fi/cornell243082/243082_00.mp3	22.541684673869547	24.266185140722953	1541.3346354166658	2501.334635416667	243082_00.mp3
littin1	Little Tinamou	Crypturellus soui	https://image.laji.fi/cornell57767/57767_00.mp3	42.03	44.316	1187.5	6625.0	57767_00.mp3
littin1	Little Tinamou	Crypturellus soui	https://image.laji.fi/cornell57767/57767_00.mp3	7.01	9.296	1187.5	6625.0	57767_00.mp3
littin1	Little Tinamou	Crypturellus soui	https://image.laji.fi/cornell843/843_00.mp3	26.59	28.485999999999997	750.0	2812.5	843_00.mp3
littin1	Little Tinamou	Crypturellus soui	https://image.laji.fi/cornell117119/117119_00.mp3	26.232965636772615	28.25392660402997	826.6666666666662	9360.0	117119_00.mp3
littin1	Little Tinamou	Crypturellus soui	https://image.laji.fi/cornell117119/117119_00.mp3	14.885494078949469	16.58243370746628	1406.4895286560059	2770.747861989339	117119_00.mp3
teptin1	Tepui Tinamou	Crypturellus ptaritepui	https://image.laji.fi/cornell115692891/115692891_00.mp3	0.870154845505618	3.104870698735955	1344.0006510416663	7637.333170572918	115692891_00.mp3
teptin1	Tepui Tinamou	Crypturellus ptaritepui	https://image.laji.fi/cornell204027571/204027571_00.mp3	1.706032742275281	4.299202510533708	1344.0006510416663	8170.666503906251	204027571_00.mp3
teptin1	Tepui Tinamou	Crypturellus ptaritepui	https://image.laji.fi/cornell204027571/204027571_00.mp3	6.694472480688202	8.721239378511235	1450.6673177083335	6890.66650390625	204027571_00.mp3
brotin1	Brown Tinamou	Crypturellus obsoletus	https://image.laji.fi/cornell106063/106063_00.mp3	4.8100000000000005	7.506	625.0	2500.0	106063_00.mp3
brotin1	Brown Tinamou	Crypturellus obsoletus	https://image.laji.fi/cornell164251/164251_00.mp3	4.876563142932607	7.550632168408956	1507.8125	11164.0625	164251_00.mp3
brotin1	Brown Tinamou	Crypturellus obsoletus	https://image.laji.fi/cornell71610861/71610861_00.mp3	1.7707647681294743	3.6402972922502337	1848.662425994873	2906.162425994873	71610861_00.mp3
brotin1	Brown Tinamou	Crypturellus obsoletus	https://image.laji.fi/cornell71610861/71610861_00.mp3	1.7778196078431372	4.69852324929972	688.0013020833342	3461.334635416666	71610861_00.mp3
brotin1	Brown Tinamou	Crypturellus obsoletus	https://image.laji.fi/cornell164251/164251_00.mp3	18.954172440534524	20.537866511841543	1784.1666666666672	10744.166666666664	164251_00.mp3
brotin1	Brown Tinamou	Crypturellus obsoletus	https://image.laji.fi/cornell106063/106063_00.mp3	16.22846521391593	19.10934717832066	551.443977355957	2721.9662606427755	106063_00.mp3
brotin1	Brown Tinamou	Crypturellus obsoletus	https://image.laji.fi/cornell245161/245161_00.mp3	6.106826730692277	6.962707749766574	901.3346354166672	2181.3346354166665	245161_00.mp3
brotin1	Brown Tinamou	Crypturellus obsoletus	https://image.laji.fi/cornell164251/164251_00.mp3	62.31379040505091	64.24350778533636	1541.3346354166658	3461.334635416666	164251_00.mp3
brotin1	Brown Tinamou	Crypturellus obsoletus	https://image.laji.fi/cornell245286/245286_00.mp3	8.845908692365835	12.579658352229783	1252.8749465942383	2232.874946594238	245286_00.mp3
brotin1	Brown Tinamou	Crypturellus obsoletus	https://image.laji.fi/cornell71610861/71610861_00.mp3	5.92	8.646	812.5	3562.5	71610861_00.mp3
undtin1	Undulated Tinamou	Crypturellus undulatus	https://image.laji.fi/cornell242010/242010_00.mp3	4.078833453381353	6.057372068827531	688.0013020833342	1648.0013020833333	242010_00.mp3
undtin1	Undulated Tinamou	Crypturellus undulatus	https://image.laji.fi/cornell259636/259636_00.mp3	14.790000000000001	17.686	750.0	1937.5	259636_00.mp3
undtin1	Undulated Tinamou	Crypturellus undulatus	https://image.laji.fi/cornell259636/259636_00.mp3	63.04	65.96600000000001	750.0	1937.5	259636_00.mp3
undtin1	Undulated Tinamou	Crypturellus undulatus	https://image.laji.fi/cornell259636/259636_00.mp3	63.13088576354618	65.55289536735201	753.7500000000001	1908.75	259636_00.mp3
undtin1	Undulated Tinamou	Crypturellus undulatus	https://image.laji.fi/cornell260409/260409_00.mp3	23.32	25.956	562.5	1812.5	260409_00.mp3
undtin1	Undulated Tinamou	Crypturellus undulatus	https://image.laji.fi/cornell260409/260409_00.mp3	29.900000000000002	32.576	187.5	5250.0	260409_00.mp3
undtin1	Undulated Tinamou	Crypturellus undulatus	https://image.laji.fi/cornell260409/260409_00.mp3	51.82	54.556	625.0	2875.0	260409_00.mp3
undtin1	Undulated Tinamou	Crypturellus undulatus	https://image.laji.fi/cornell101828391/101828391_00.mp3	2.67	4.586	375.0	2812.5	101828391_00.mp3
undtin1	Undulated Tinamou	Crypturellus undulatus	https://image.laji.fi/cornell260435/260435_00.mp3	4.7	7.876	375.0	5062.5	260435_00.mp3
undtin1	Undulated Tinamou	Crypturellus undulatus	https://image.laji.fi/cornell260409/260409_00.mp3	58.870000000000005	61.546	562.5	5250.0	260409_00.mp3
pabtin1	Pale-browed Tinamou	Crypturellus transfasciatus	https://image.laji.fi/cornell245654/245654_00.mp3	2.8849621771217713	3.6857297047970485	533.3333333333333	3626.666666666667	245654_00.mp3
pabtin1	Pale-browed Tinamou	Crypturellus transfasciatus	https://image.laji.fi/cornell245654/245654_00.mp3	20.85	21.735999999999997	750.0	3437.5	245654_00.mp3
pabtin1	Pale-browed Tinamou	Crypturellus transfasciatus	https://image.laji.fi/cornell245654/245654_00.mp3	31.587081485478137	32.124484480172285	920.5000000000008	3809.166666666667	245654_00.mp3
pabtin1	Pale-browed Tinamou	Crypturellus transfasciatus	https://image.laji.fi/cornell245654/245654_00.mp3	60.289383071955726	60.93246794280442	320.0000000000003	3946.6666666666674	245654_00.mp3
pabtin1	Pale-browed Tinamou	Crypturellus transfasciatus	https://image.laji.fi/cornell224345871/224345871_00.mp3	36.64862978030919	37.5860455655004	426.66666666666583	3733.3333333333326	224345871_00.mp3
pabtin1	Pale-browed Tinamou	Crypturellus transfasciatus	https://image.laji.fi/cornell224430121/224430121_00.mp3	0.58	1.6260000000000001	625.0	12437.5	224430121_00.mp3
pabtin1	Pale-browed Tinamou	Crypturellus transfasciatus	https://image.laji.fi/cornell217553541/217553541_00.mp3	80.07000000000001	83.436	562.5	13125.0	217553541_00.mp3
